conditionId,name,description,severity,treatment
1533,Vaginitis - allergic,"Vaginitis and vulvovaginitis, unspecified",,
1534,Lymphocytopenia,Other specified disease of white blood cells,,
1535,Fibromyalgia,"Mylagia and myositis, unspecified",,
1536,Hypertension,,,
1537,Meniscus tear,,,
1538,Cicatricial pemphigoid,Unspecified bullous dermatoses,,
1539,Spinal cord mass,Neoplasm of uncertain behavior of brain and spinal cord,,
1540,Shock,"Shock, unspecified",,
1541,Urethral discharge,Urethral discharge,,
1542,Ankle/foot pain,Pain in joint involving ankle and foot,,
1543,Gonadal dysgenesis,,,
1544,Fibrosarcoma,"Malignant neoplasm of connective and other soft tissue, site unspecified",,
1545,Anemia - autoimmune hemolytic,Autoimmune hemolytic anemias,,
1546,Pinguecula,Pinguecula,,
1547,Balanitis,Balanoposthitis,,
1548,Malrotation,,,
1549,Mononeuritis multiplex,,,
1550,Hydrops fetalis,,,
1551,Laryngeal polyp,Polyp of vocal cord or larynx,,
1552,Osteogenic sarcoma,"Malignant neoplasm of bone and articular cartilage, site unspecified",,
1553,Blister,Other specified disorders of skin,,
1554,Pulpitis,Pulpitis,,
1555,Trichomycosis axillaris,Cutaneous actinomycotic infection,,
1556,Skin neoplasm - uncertain behavior,Neoplasm of uncertain behavior of skin,,
1557,Eustachian tube dysfunction,Dysfunction of Eustachian tube,,
1558,Nasal pack,,,
1559,Metaplasia - myeloid,Essential thrombocythemia,,
1560,Obsessive-compulsive disorder,Obsessive-compulsive disorders,,
1561,Bowen's disease,"Carcinoma in situ of skin, site unspecified",,
1562,Pemphigus vegetans,Pemphigus,,
1563,Pemphigus foliaceus,Pemphigus,,
1564,Drug eruption - fixed,Dermatitis due to drugs and medicines taken internally,,
1565,Cerebellar atrophy,"Cerebral degeneration, unspecified",,
1566,Lymphedema,Other lymphedema,,
1567,Bone marrow failure,Unspecified diseases of blood and blood-forming organs,,
1568,Endocrine surgery,,,
1569,Rectal stricture,Stenosis of rectum and anus,,
1570,Hypospadias,Hypospadias,,
1571,Rheumatoid nodule,,,
1572,Neurosyphilis,"Neurosyphilis, unspecified",,
1573,Ileus,Paralytic ileus,,
1574,Heroin abuse,,,
1575,Actinomycosis,Actinomycotic infection of unspecified site,,
1576,Imperforate anus,,,
1577,Pyelonephritis - chronic,Chronic pyelonephritis without lesion of renal medullary necrosis,,
1578,Shoulder or upper arm injury,Other and unspecified injury to shoulder and upper arm,,
1579,Uric acid stone,Uric acid nephrolithiasis,,
1580,Lupus discoid,Lupus erythematosus,,
1581,Neck mass,"Swelling, mass, or lump in head and neck",,
1582,Nevus - junctional,"Benign neoplasm of skin, site unspecified",,
1583,Seizure - new onset,,,
1584,Nevus - halo,"Benign neoplasm of skin, site unspecified",,
1585,Tenosynovitis,"Synovitis and tenosynovitis, unspecified",,
1586,Blood group B positive,,,
1587,Carcinoma - cloacogenic,"Malignant neoplasm of other sites of rectum, rectosigmoid junction, and anus",,
1588,Viral flu syndrome,,,
1589,Adenoacanthoma,,,
1590,Claudication,"Peripheral vascular disease, unspecified",,
1591,Finger amputation,"Traumatic amputation of other finger(s) (complete) (partial), without mention of complication",,
1592,Skin lesion,"Benign neoplasm of skin, site unspecified",,
1593,Acrodermatitis - papular,Other specified local infections of skin and subcutaneous tissue,,
1594,Xanthoma,Mixed hyperlipidemia,,
1595,Hypertriglyceridemia,Other and unspecified hyperlipidemia,,
1596,Pneumonia - bronchial,"Bronchopneumonia, organism unspecified",,
1597,Shoulder strain,Sprain of unspecified site of shoulder and upper arm,,
1598,Bladder mass,Neoplasm of unspecified nature of bladder,,
1599,Maxillofacial abscess,Inflammatory conditions of jaw,,
1600,Genital herpes,"Genital herpes, unspecified",,
1601,Adenoma - papillary,Benign neoplasm of unspecified site,,
1602,Thyroid adenoma,Benign neoplasm of thyroid glands,,
1603,Costovertebral angle pain,,,
1604,Abdominal pain,"Abdominal pain, unspecified site",,
1605,Keratoacanthoma,"Keratoderma, acquired",,
1606,Testicles - large,,,
1607,Mucinous cystadenoma,Benign neoplasm of ovary,,
1608,Priapism,,,
1609,Hepatitis - chronic active,Other chronic hepatitis,,
1610,Neurovascular syndrome,,,
1611,Blood loss,Unspecified hemorrhagic conditions,,
1612,Toe pain,Pain in limb,,
1613,Torticollis,"Torticollis, unspecified",,
1614,Roseola,Other specified viral exanthemata,,
1615,Enuresis,Nocturnal enuresis,,
1616,Mountain sickness,Other and unspecified effects of high altitude,,
1617,Psychosis - atypical,,,
1618,Calf pain,Pain in limb,,
1619,Anosmia,Disturbances of sensation of smell and taste,,
1620,Cataract - infantile,"Nonsenile cataract, unspecified",,
1621,Polycythemia vera,Polycythemia vera,,
1622,Hyperglycemia,Other abnormal blood chemistry,,
1623,Acne,Other acne,,
1624,HIV - Congenital,Human immunodeficiency virus [HIV] disease,,
1625,Drug overdose,Poisoning by unspecified drug or medicinal substance,,
1626,Elbow strain,Sprain of unspecified site of elbow and forearm,,
1627,Intervertebral disc - herniated,"Displacement of intervertebral disc, site unspecified, without myelopathy",,
1628,Dermatophytosis,Dermatophytosis of unspecified site,,
1629,Fibromatosis,Neoplasm of uncertain behavior of connective and other soft tissue,,
1630,Deafness - bone,Unspecified hearing loss,,
1631,Jaw pain,Unspecified disease of the jaws,,
1632,Ocular trabeculectomy,,,
1633,Laparotomy,,,
1634,Back strain,Sprain of unspecified site of back,,
1635,Sarcoma - synovial,"Malignant neoplasm of connective and other soft tissue, site unspecified",,
1636,Sprue,Tropical sprue,,
1637,Glucagonoma - malignant,Benign neoplasm of islets of Langerhans,,
1638,Mixed germ cell tumor - malignant,Other malignant neoplasm of unspecified site,,
1639,Jugular vein thrombosis,Embolism and thrombosis of other specified veins,,
1640,Hepatic infection,,,
1641,Eventration - diaphragmatic,"Anomalies of diaphragm, congenital",,
1642,Bulimia,,,
1643,Pemphigus vulgaris,Pemphigus,,
1644,Ureteral fistula,Ureteral fistula,,
1645,Mitral insufficiency,Mitral valve disorders,,
1646,Hemangiosarcoma,"Malignant neoplasm of connective and other soft tissue, site unspecified",,
1647,Retinal central vein occlusion,Central retinal vein occlusion,,
1648,Peritonitis - spontaneous bacterial,Peritonitis (acute) generalized,,
1649,Polyp - inflammatory,,,
1650,Cervix incompetent,"Cervical incompetence, antepartum condition or complication",,
1651,Dermal sinus tract,Pilonidal cyst without mention of abscess,,
1652,Ureteral reflux,"Vesicoureteral reflux with reflux nephropathy, unspecified or without reflux nephropathy",,
1653,Retropharyngeal abscess,Retropharyngeal abscess,,
1654,Hallucinations,Hallucinations,,
1655,Sprain,Unspecified site of sprain and strain,,
1656,Incontinence - fecal,Incontinence of feces,,
1657,Pericarditis,Unspecified disease of pericardium,,
1658,Atrial myxoma,Benign neoplasm of heart,,
1659,Bronchial bleeding,,,
1660,Pelvic pain,Unspecified symptom associated with female genital organs,,
1661,Chilblains,Chilblains,,
1662,Hypogonadism - female,Other ovarian failure,,
1663,Skin appendage adenoma,"Benign neoplasm of skin, site unspecified",,
1664,Glaucoma - pseudoexfoliation,Pseudoexfoliation glaucoma,,
1665,Hemarthrosis,"Hemarthrosis, site unspecified",,
1666,Hernia repair,,,
1667,Antisocial personality disorder,Antisocial personality disorder,,
1668,Molluscum contagiosum,"Viral warts, unspecified",,
1669,Urethral diverticulum,Other specified disorders of kidney and ureter,,
1670,Shin splints,,,
1671,Drug abuse - mixed,"Other, mixed, or unspecified drug abuse, unspecified use",,
1672,Varicose vein surgery,,,
1673,Cerebrospinal fluid leak,,,
1674,Pyoderma gangrenosum,Pyoderma gangrenosum,,
1675,Penile adhesion,Other specified disorders of penis,,
1676,Tick-borne relapsing fever,"Relapsing fever, tick-borne",,
1677,Louse-borne relapsing fever,"Relapsing fever, louse-borne",,
1678,Embolism - fat,Fat embolism as an early complication of trauma,,
1679,Hailey-Hailey disease,Other specified congenital anomalies of skin,,
1680,Hypertension - benign essential,Benign essential hypertension,,
1681,Leukopenia,"Neutropenia, unspecified",,
1682,Vaginal itch,Pruritus of genital organs,,
1683,Tibia fracture,Closed fracture of unspecified part of tibia,,
1684,Disabled,,,
1685,Basal ganglia hemorrhage,,,
1686,Hepatitis - chronic persistent,Chronic persistent hepatitis,,
1687,Valvulotomy,,,
1688,Paracentesis - therapeutic,,,
1689,Splenomegaly,Splenomegaly,,
1690,Esophageal web,,,
1691,Suicide attempt,Unspecified nonpsychotic mental disorder,,
1692,Hemiparesis,"Hemiplegia, unspecified, affecting unspecified side",,
1693,Granulosa cell tumor,Neoplasm of uncertain behavior of ovary,,
1694,Urinary hesitation,Slowing of urinary stream,,
1695,Skin eruption - pigmented purpuric,,,
1696,Superficial spreading melanoma,"Melanoma of skin, site unspecified",,
1697,Glossitis,Glossitis,,
1698,Myxosarcoma,"Malignant neoplasm of connective and other soft tissue, site unspecified",,
1699,Myxoma,"Other benign neoplasm of connective and other soft tissue, site unspecified",,
1700,Embryonal rhabdomyosarcoma,"Malignant neoplasm of connective and other soft tissue, site unspecified",,
1701,Blood group AB positive,,,
1702,Congestive heart failure,"Heart failure, unspecified",,
1703,Renal osteodystrophy,Renal osteodystrophy,,
1704,Tic - motor,Chronic motor or vocal tic disorder,,
1705,Epididymitis,"Orchitis and epididymitis, unspecified",,
1706,Mouth sores,Other and unspecified diseases of the oral soft tissues,,
1707,Hamartoma,"Other congenital hamartoses, NEC",,
1708,Learning disability,Other specific learning difficulties,,
1709,Aspermia,Azoospermia,,
1710,Hairy cell leukemia,"Leukemic reticuloendotheliosis, unspecified site, extranodal and solid organ sites",,
1711,Pleural effusion,Unspecified pleural effusion,,
1712,Pneumonia - interstitial,Other specified alveolar and parietoalveolar pneumonopathies,,
1713,Eczema - dyshidrotic,Dyshidrosis,,
1714,Malignant giant cell tumor of bone,"Malignant neoplasm of connective and other soft tissue, site unspecified",,
1715,Skin mass,,,
1716,Psychosis - acute toxic,,,
1717,Breast cyst,,,
1718,Intrinsic factor deficiency,,,
1719,Imperforate hymen,,,
1720,Nephrosclerosis,"Hypertensive renal disease, unspecified, without mention of renal failure",,
1721,Adrenal cortical adenoma,Benign neoplasm of adrenal gland,,
1722,Cocaine abuse,"Cocaine abuse, unspecified use",,
1723,Meningocele surgery,,,
1724,Pulmonary bullae,Emphysematous bleb,,
1725,Granuloma - calcified,,,
1726,Cholangits sclerosing,Cholangitis,,
1727,Pityriasis capitis,Seborrhea capitis,,
1728,Bladder outlet obstruction,Bladder neck obstruction,,
1729,Cardiopulmonary resuscitation (CPR),,,
1730,Shoulder sprain,Sprain of unspecified site of shoulder and upper arm,,
1731,Lymphangitis,Lymphangitis,,
1732,Teeth ankylosis,Ankylosis of teeth,,
1733,Meningitis,"Meningitis, unspecified",,
1734,Spine surgery,,,
1735,Hypercalcemia,Hypercalcemia,,
1736,Cystitis glandularis,,,
1737,Flushing,Flushing,,
1738,Pallor,Pallor,,
1739,Anemia - hemolytic,"Hereditary hemolytic anemia, unspecified",,
1740,Macroglobulinemia,Macroglobulinemia,,
1741,Spinal cord compression - extrinsic,,,
1742,Porphyria cutanea tarda,Disorders of porphyrin metabolism,,
1743,Tricuspid valve disorder,Diseases of tricuspid valve,,
1744,Aneurysm - dissecting,Aneurysm of unspecified site,,
1745,Periodontal abscess,"Aggressive periodontitis, unspecified",,
1746,Pyloric stenosis,Acquired hypertrophic pyloric stenosis,,
1747,Tonsillitis - chronic,Chronic tonsillitis,,
1748,Toe fracture,Closed fracture of one or more phalanges of foot,,
1749,Urinary incontinence,"Urinary incontinence, unspecified",,
1750,Anemia - dilutional,"Anemia, unspecified",,
1751,Hirschsprung's disease,Hirschsprung's disease and other congenital functional disorders of colon,,
1752,Sensory defect,,,
1753,Renal trauma,Unspecified injury to kidney without mention of open wound into cavity,,
1754,Bone cyst,"Cyst of bone (localized), unspecified",,
1755,Rheumatoid arthritis,Rheumatoid arthritis,,
1756,Hyphema,Hyphema of iris and ciliary body,,
1757,Hypercholesterolemia,Pure hypercholesterolemia,,
1758,Breast calcification,,,
1759,Angina - unstable,Intermediate coronary syndrome,,
1760,Onchocerciasis,Onchocerciasis,,
1761,Tinea capitis,Dermatophytosis of scalp and beard,,
1762,Hurthle cell tumor,,,
1763,Porokeratosis,Other specified congenital anomalies of skin,,
1764,Herpetic whitlow,Herpetic whitlow,,
1765,Pityriasis rubra pilaris,Pityriasis rubra pilaris,,
1766,Abscess drainage,,,
1767,C7 radiculopathy,,,
1768,Intertrigo,Other specified erythematous conditions,,
1769,Filariasis,Unspecified filariasis,,
1770,Hernia - femoral,,,
1771,Pilar tumor,,,
1772,Craniopharyngioma,Neoplasm of uncertain behavior of pituitary gland and craniopharyngeal duct,,
1773,Small bowel surgery,,,
1774,Bile ducts - dilated,"Other congenital anomalies of gallbladder, bile ducts, and liver",,
1775,Nocturia,Nocturia,,
1776,Embolism - amniotic fluid,"Amniotic fluid embolism, unspecified as to episode of care",,
1777,Anterior meniscus tear,"Tear of lateral cartilage or meniscus of knee, current",,
1778,Guillain-Barre syndrome,Acute infective polyneuritis,,
1779,Eclampsia,"Eclampsia complicating pregnancy, childbirth or the puerperium, unspecified as to episode of care",,
1780,Femoral shaft fracture,,,
1781,Hypoaldosteronism,Corticoadrenal insufficiency,,
1782,Goiter,"Goiter, unspecified",,
1783,Perforated viscus,Injury to unspecified intra-abdominal organ without mention of open wound into cavity,,
1784,Bezoar,"Foreign body in digestive system, unspecified",,
1785,Carotid endarterectomy,,,
1786,Radiation injury,,,
1787,Therapeutic carpal tunnel injection,,,
1788,Peripheral nerve surgery,,,
1789,Lupus erythematosus,Lupus erythematosus,,
1790,Vitamin K deficiency,Deficiency of vitamin K,,
1791,Lentigo,Other dyschromia,,
1792,Vascular hamartoma,,,
1793,Schizophrenia,"Unspecified schizophrenia, unspecified state",,
1794,Androblastoma,,,
1795,Hearing aid,Encounter for hearing examination following failed hearing screening,,
1796,Laryngeal mass,"Swelling, mass, or lump in head and neck",,
1797,Myositis,"Mylagia and myositis, unspecified",,
1798,Myopia,Myopia,,
1799,Venous insufficiency,"Venous (peripheral) insufficiency, unspecified",,
1800,Hand/arm surgery,,,
1801,Adrenalectomy,,,
1802,Esophageal perforation,Perforation of esophagus,,
1803,Muscular dystrophy,Hereditary progressive muscular dystrophy,,
1804,Cardiac surgery,,,
1805,Subcutaneous nodules,"Localized superficial swelling, mass, or lump",,
1806,Otosyphilis,Other specified forms of late symptomatic syphilis,,
1807,Patella tendinitis/bursitis,Pes anserinus tendinitis or bursitis,,
1808,Palate edema,Other and unspecified diseases of the oral soft tissues,,
1809,Sickle cell trait,Sickle-cell trait,,
1810,Difficulty walking,Abnormality of gait,,
1811,Bronchiolitis,Acute bronchiolitis due to other infectious organisms,,
1812,Scabies,Scabies,,
1813,Dermatitis - chronic,"Contact dermatitis and other eczema, unspecified cause",,
1814,Urethritis - chlamydial,Nongonococcal urethritis [NGU] due to Chlamydia trachomatis,,
1815,Cat scratch disease,Cat-scratch disease,,
1816,Retroperitoneal mass,Malignant neoplasm of retroperitoneum,,
1817,Retinopathy - diabetic,Background diabetic retinopathy,,
1818,Melanoma - amelanotic,"Melanoma of skin, site unspecified",,
1819,Dyspareunia,Dyspareunia,,
1820,Multiple sclerosis,Multiple sclerosis,,
1821,Pseudotumor cerebri,Benign intracranial hypertension,,
1822,Cystostomy - suprapubic,,,
1823,Cleft lip,,,
1824,Central nervous system bleeding,"Other and unspecified intracranial hemorrhage following injury, without mention of open intracranial wound, with no loss of consciousness",,
1825,Renal obstruction,Other specified disorders of kidney and ureter,,
1826,Tinea pedis,Dermatophytosis of foot,,
1827,Renal stone,Calculus of kidney,,
1828,Knee dislocation,,,
1829,Paraphimosis,Redundant prepuce and phimosis,,
1830,Nerve laceration,"Injury to nerves, unspecified site",,
1831,Ileitis,Other and unspecified noninfectious gastroenteritis and colitis,,
1832,Sertoli-Leydig cell tumor,,,
1833,Nissen fundoplication,,,
1834,Nerve surgery,,,
1835,Fibrous papule,Benign neoplasm of skin of other and unspecified parts of face,,
1836,Ankle dislocation,,,
1837,Foot dislocation,,,
1838,Vena cava ligation,Interruption of the vena cava,,
1839,Glomerulosclerosis - Focal segmental,Chronic glomerulonephritis with lesion of membranous glomerulonephritis,,
1840,Esophageal stenosis,,,
1841,Eczema - nummular,"Contact dermatitis and other eczema, unspecified cause",,
1842,Dermatitis - stasis,Varicose veins of lower extremities with inflammation,,
1843,Pneumonia,"Viral pneumonia, unspecified",,
1844,Myringitis,"Acute myringitis, unspecified",,
1845,Liposarcoma - pleomorphic,"Malignant neoplasm of connective and other soft tissue, site unspecified",,
1846,Mixed Mullerian tumor,Other malignant neoplasm of unspecified site,,
1847,Nephropathy - IgA,,,
1848,Pulpal necrosis,Necrosis of the pulp,,
1849,Neuronevus,"Benign neoplasm of skin, site unspecified",,
1850,Small bowel obstruction,Unspecified intestinal obstruction,,
1851,Hernia - hiatal,Diaphragmatic hernia without mention of obstruction or gangrene,,
1852,Pancreatic fistula,Other specified diseases of pancreas,,
1853,Condyloma latum,Secondary syphilis of skin or mucous membranes,,
1854,Skin condition - hypertrophic,Unspecified hypertrophic and atrophic conditions of skin,,
1855,Quadriplegia,"Quadriplegia, unspecified",,
1856,Orchitis,"Orchitis and epididymitis, unspecified",,
1857,Cutaneous vasculitis - allergic,Allergic purpura,,
1858,Smoke inhalation injury,"Toxic effect of unspecified gas, fume, or vapor",,
1859,Pulmonary infarction,Other pulmonary embolism and infarction,,
1860,Uterine bleeding - dysfunctional,Other disorders of menstruation and other abnormal bleeding from female genital tract,,
1861,Meningocele,,,
1862,Ketoacidosis - alcohol,Acidosis,,
1863,Retardation - psychomotor,,,
1864,Sialadenitis,Sialoadenitis,,
1865,Lymphadenitis,"Lymphadenitis, unspecified, except mesenteric",,
1866,Corneal ulcer,"Corneal ulcer, unspecified",,
1867,Cataract surgery,,,
1868,Salmonella enteritidis,Salmonella gastroenteritis,,
1869,Peritonitis,Unspecified peritonitis,,
1870,Aortic stenosis,Aortic valve disorders,,
1871,Coronary bypass,Postsurgical aortocoronary bypass status,,
1872,Neurosurgical diagnostic procedure,,,
1873,Acoustic neuroma,,,
1874,Urethral stricture,"Urethral stricture, unspecified",,
1875,Rhabdomyolysis,"Other disorder of muscle, ligament, and fascia",,
1876,Kawasaki disease,Acute febrile mucocutaneous lymph node syndrome [MCLS],,
1877,Glomerulonephritis - post-streptococcal,,,
1878,Tinea versicolor,Pityriasis versicolor,,
1879,Renal disease - hypertensive,"Hypertensive chronic kidney disease, malignant, with chronic kidney disease stage I through stage IV, or unspecified",,
1880,Pharyngeal dysphagia,Fever,,
1881,Ankle sprain,Unspecified site of ankle sprain,,
1882,Pseudomyxoma peritonei,Secondary malignant neoplasm of retroperitoneum and peritoneum,,
1883,Rheumatic fever,Rheumatic fever without mention of heart involvement,,
1884,Skin cancer,"Other malignant neoplasm of skin, site unspecified",,
1885,Polyhydramnios,,,
1886,Esophageal spasm,Dyskinesia of esophagus,,
1887,Lung cancer,Malignant neoplasm of main bronchus,,
1888,Vaginal cancer,Malignant neoplasm of vagina,,
1889,Dermatitis - exfoliative,Other specified erythematous conditions,,
1890,Sinusitis,Unspecified sinusitis (chronic),,
1891,Exophthalmos,"Exophthalmos, unspecified",,
1892,Macrosomia,Exceptionally large baby relating to long gestation,,
1893,Genital anomalies,"Unspecified congenital anomaly of cervix, vagina, and external female genitalia",,
1894,Otomycosis,Other specified dermatomycoses,,
1895,Spider angioma,"Nevus, non-neoplastic",,
1896,Venous lake,"Nevus, non-neoplastic",,
1897,Behcet's syndrome,Behcet's syndrome,,
1898,Molar tooth - impacted,Disturbances in tooth eruption,,
1899,Osteomalacia,"Osteomalacia, unspecified",,
1900,Mural thrombus,"Acute myocardial infarction, unspecified site, episode of care unspecified",,
1901,Alopecia,"Alopecia, unspecified",,
1902,Venereal disease,"Venereal disease, unspecified",,
1903,Paget's disease of breast,Malignant neoplasm of nipple and areola of female breast,,
1904,Paget's disease of skin,"Other malignant neoplasm of skin, site unspecified",,
1905,Estrogens - elevated,,,
1906,Brainstem hemorrhage,,,
1907,Cradle cap,Seborrhea capitis,,
1908,Poliomyelitis,"Acute poliomyelitis, unspecified, poliovirus, unspecified type",,
1909,Fibroma,"Other benign neoplasm of connective and other soft tissue, site unspecified",,
1910,Villous adenocarcinoma,Other malignant neoplasm of unspecified site,,
1911,Sinoatrial block,Other heart block,,
1912,Meningeal tumor,,,
1913,Talus fracture,"Fracture of astragalus, closed",,
1914,Hernia - diaphragmatic,Diaphragmatic hernia without mention of obstruction or gangrene,,
1915,Venous obstruction,Compression of vein,,
1916,Fibula fracture,Closed fracture of unspecified part of fibula,,
1917,Stress fracture,,,
1918,Thyroidectomy,,,
1919,Juvenile rheumatoid arthritis,"Polyarticular juvenile rheumatoid arthritis, chronic or unspecified",,
1920,Chalasia,Esophageal reflux,,
1921,Hyperkalemia,Hyperpotassemia,,
1922,Extracapsular cataract extraction,,,
1923,Thyroid nodule,Nontoxic uninodular goiter,,
1924,Pilonidal cyst,Pilonidal cyst without mention of abscess,,
1925,Granuloma - eosinophilic,,,
1926,Osteomyelitis - tuberculosis,"Tuberculosis of unspecified bones and joints, unspecified examination",,
1927,Ganglion cyst,"Ganglion, unspecified",,
1928,Pharyngitis,Acute pharyngitis,,
1929,Biliary obstruction,Obstruction of bile duct,,
1930,Extraocular muscle palsy,,,
1931,Hypertension - uncontrolled,Unspecified essential hypertension,,
1932,Legg-CalvÃƒÂ©-Perthes disease,Juvenile osteochondrosis of hip and pelvis,,
1933,Polydipsia,Polydipsia,,
1934,Head & neck surgery,,,
1935,Visual field defect,,,
1936,Parapharyngeal abscess,Paraplegia,,
1937,Pyelonephritis,"Pyelonephritis, unspecified",,
1938,Odontogenic infection,Acute apical periodontitis of pulpal origin,,
1939,Dyschromia,"Dyschromia, unspecified",,
1940,Panic disorder,,,
1941,Erythema migrans,Geographic tongue,,
1942,HIV exposure,Contact or exposure to other viral diseases,,
1943,Vascular calcification,,,
1944,Appendectomy,,,
1945,Polyarteritis,Polyarteritis nodosa,,
1946,Nephropathy - obstructive,Other specified disorders of kidney and ureter,,
1947,Rhinorrhea,Nasal mucositis (ulcerative),,
1948,Gallbladder - large,,,
1949,Lumbar vertebral subluxation,,,
1950,Nevus - combined,"Benign neoplasm of skin, site unspecified",,
1951,Blue nevus - common,"Benign neoplasm of skin, site unspecified",,
1952,Gauchers disease,,,
1953,Nail dystrophy - acquired,Other specified diseases of nail,,
1954,Prothrombin time increased,,,
1955,Ketonemia,,,
1956,Pyelonephritis - acute,Acute pyelonephritis without lesion of renal medullary necrosis,,
1957,Macular degeneration - cystoid,Cystoid macular degeneration of retina,,
1958,Gout,"Gout, unspecified",,
1959,Sacroilitis,"Sacroiliitis, not elsewhere classified",,
1960,Dysarthria,Other speech disturbance,,
1961,Short stature,Short stature,,
1962,Lichen sclerosus et atrophicus,,,
1963,Thyroid nodule - cold,Nontoxic uninodular goiter,,
1964,Callus,Corns and callosities,,
1965,Aphonia,Aphonia,,
1966,Post nasal drip,Unspecified sinusitis (chronic),,
1967,Cataract - traumatic,"Traumatic cataract, unspecified",,
1968,Bile duct adenocarcinoma,Malignant neoplasm of intrahepatic bile ducts,,
1969,Breast implant,,,
1970,Angiodysplasia,Angiodysplasia of intestine (without mention of hemorrhage),,
1971,Rash,Rash and other nonspecific skin eruption,,
1972,Hypertrophic obstructive cardiomyopathy (HOCM),Hypertrophic obstructive cardiomyopathy,,
1973,Personality disorder,Unspecified personality disorder,,
1974,Spinal nerve compression,Other unspecified back disorders,,
1975,Early satiety,,,
1976,Pruritus,Unspecified pruritic disorder,,
1977,Vomiting,Vomiting alone,,
1978,Cervical vertebral subluxation,,,
1979,Temporomandibular arthritis,"Temporomandibular joint disorders, unspecified",,
1980,Muscle cramps,Cramp of limb,,
1981,Chromosomal disorder,,,
1982,Testicular pain,Unspecified disorder of male genital organs,,
1983,Penis disorder,Other specified disorders of penis,,
1984,Gastric polyp,Benign neoplasm of stomach,,
1985,Oculomotor nerve palsy,"Third or oculomotor nerve palsy, total",,
1986,Osteochondritis,Unspecified osteochondropathy,,
1987,Periostitis,"Periostitis, without mention of osteomyelitis, involving unspecified site",,
1988,Schizophrenic disorder paranoid,,,
1989,Ductal carcinoma,"Malignant neoplasm of breast (female), unspecified",,
1990,Bipolar disorder - mixed,"Bipolar affective disorder, mixed, unspecified degree",,
1991,Parasite disease,Unspecified infectious and parasitic diseases,,
1992,Mesothelioma - malignant,Other malignant neoplasm of unspecified site,,
1993,Stuttering,Stuttering,,
1994,False teeth,,,
1995,Lip neoplasm - malignant,"Malignant neoplasm of lip, unspecified, vermilion border",,
1996,Duplicated urinary tract,,,
1997,Respiratoy syncytial virus (RSV) infection,Respiratory syncytial virus (RSV) infection in conditions classified elsewhere and of unspecified site,,
1998,Myelomeningocele,"Spina bifida, without mention of hydrocephalus, unspecified region",,
1999,Granular cell tumor,"Other benign neoplasm of connective and other soft tissue, site unspecified",,
2000,Temporal arteritis,Giant cell arteritis,,
2001,Blushing,Flushing,,
2002,Filtering bleb revision,,,
2003,Blood group O positive,,,
2004,Ewing's sarcoma,"Malignant neoplasm of bone and articular cartilage, site unspecified",,
2005,Left to right cardiovascular shunt,,,
2006,Polychondritis,,,
2007,Hypoalbuminemia,Other disorders of plasma protein metabolism,,
2008,Dysphasia,Other speech disturbance,,
2009,Inflammatory bowel disease,Other and unspecified noninfectious gastroenteritis and colitis,,
2010,Poison ivy,Contact dermatitis and other eczema due to plants [except food],,
2011,White blood cell phagocytosis,,,
2012,Gastrectomy,,,
2013,Chronic glomerulonephritis unspecified,Chronic glomerulonephritis with unspecified pathological lesion in kidney,,
2014,Wrist sprain,Sprain of unspecified site of wrist,,
2015,Wrist strain,Sprain of unspecified site of wrist,,
2016,Adamantinoma,"Malignant neoplasm of bone and articular cartilage, site unspecified",,
2017,Sinus disorder,Unspecified sinusitis (chronic),,
2018,Lichenoid dermatitis,Unspecified paranoid state,,
2019,Alpha thalassemia,Other thalassemia,,
2020,Ear pain,"Otalgia, unspecified",,
2021,Vision disorder,Unspecified visual disturbance,,
2022,Alveolar soft part sarcoma,"Malignant neoplasm of connective and other soft tissue, site unspecified",,
2023,Palpitations,Palpitations,,
2024,Ataxia,Lack of coordination,,
2025,Xerosis,Other specified diseases of sebaceous glands,,
2026,Foot fracture,"Fracture of unspecified bone(s) of foot [except toes], closed",,
2027,Tachycardia,"Tachycardia, unspecified",,
2028,Parkinsons,Paralysis agitans,,
2029,Macrocephaly,Congenital anomalies of skull and face bones,,
2030,Thyroid nodule - hot,"Toxic nodular goiter, unspecified type, without mention of thyrotoxic crisis or storm",,
2031,Idiopathic thrombocytopenic purpura,"Primary thrombocytopenia, unspecified",,
2032,Nevus - spindle cell,,,
2033,Iodine allergy,,,
2034,Anemia - normocytic,"Anemia, unspecified",,
2035,Hilar adenopathy,Enlargement of lymph nodes,,
2036,Tuberous sclerosis,Tuberous sclerosis,,
2037,Gastrointestinal bleeding,"Hemorrhage of gastrointestinal tract, unspecified",,
2038,Anemia - sideroblastic,Sideroblastic anemia,,
2039,Vasculitis - autoimmune,"Arteritis, unspecified",,
2040,Adenoma - villous,"Neoplasm of uncertain behavior of stomach, intestines, and rectum",,
2041,Pyoderma,"Pyoderma, unspecified",,
2042,Humerus fracture,"Closed, fracture of unspecified part of humerus",,
2043,Angina pectoris,Other and unspecified angina pectoris,,
2044,Hepatitis A,Viral hepatitis A without mention of hepatic coma,,
2045,Thalamic hemorrhage,,,
2046,Psychosis,Unspecified psychosis,,
2047,Mediastinal surgery,,,
2048,Bacteremia,Unspecified bacteremia,,
2049,Radiation exposure history,"Personal history of irradiation, presenting hazards to health",,
2050,Prematurity,"Other preterm infants, unspecified [weight]",,
2051,Cold intolerance,Other general symptoms,,
